DIGNIDAD_CODIGO;OP_CODIGO;CANDIDATO_CODIGO;CANDIDATO_ORDEN;CANDIDATO_PROVINCIA_CODIGO;CANDIDATO_CANTON_CODIGO;CANDIDATO_PARROQUIA_CODIGO;CANDIDATO_NOMBRE;CANDIDATO_SEXO;CANDIDATO_EDAD_EXACTA;CANDIDATO_GRUPOS_DE_EDAD;SUPLENTE_NOMBRE.1;SUPLENTE_SEXO.1;SUPLENTE_EDAD_EXACTA.1;SUPLENTE_GRUPO_DE_EDAD.1;SUPLENTE_NOMBRE.2;SUPLENTE_SEXO.2;SUPLENTE_EDAD_EXACTA.2;SUPLENTE_GRUPO_DE_EDAD.2
5;48;5170600000001;1;17;60;0;PAVON VILLACRES CECILIA PAOLA;2;33,5561643835616;2;ROMERO MANTILLA EUGENIO VICENTE;1;29,1616438356164;1; ; ; ; 
5;3;5134770000002;2;13;477;0;VILLAMAR RAMOS AMPARO AZUCENA;2;35,6109589041096;2;ROMERO MANZABA ROSA MAGDALENA;2;27,7123287671233;1; ; ; ; 
5;48;5093850000002;2;9;385;0;NAVIA VELIZ DOLORES MARIA;2;44,2328767123288;2;ROMERO MARCILLO GINA MARILIN;2;33,1616438356164;2; ; ; ; 
5;72;5073700000024;3;7;370;0;CUEVA OCHOA SILVIO RAMIRO;1;34,275956284153;2;ROMERO MARIN MARITZA DE LOS REMEDIOS;2;32,7945205479452;2; ; ; ; 
7;7;7050000000024;4;5;0;0;MORENO ALBAN BERTHA AZUCENA;2;34,3415300546448;2;ROMERO MAYO AIDA TERESA;2;54,1748633879781;3; ; ; ; 
5;5;5170850000027;3;17;85;0;ALVAREZ ALCIVAR HENRY GUSTAVO;1;28,0520547945205;1;ROMERO MEDRANDA CECIA MARINELA;2;38,1010928961749;2; ; ; ; 
5;48;5094250000002;2;9;425;0;RODRIGUEZ SANCHEZ JACINTO ROQUE;1;57,041095890411;3;ROMERO MORAN WALTER DANIEL;1;59,4191780821918;3; ; ; ; 
7;16;7090000000240;6;9;0;0;BALDEON MIRANDA TERESA ELVIRA;2;57,6794520547945;3;ROMERO NELY GERMANIA;2;43,0547945205479;2; ; ; ; 
5;17;5208100000012;2;20;810;0;VARGAS CONSTANTE PABLO;1;40,9534246575342;2;ROMERO OJEDA LAURA DEL ROCIO;2;24,9178082191781;1; ; ; ; 
5;6;5181450000013;1;18;145;0;ALULEMA RODRIGUEZ CARLOS ANIBAL;1;41,3315068493151;2;ROMERO ORTIZ ANGEL WILSON;1;50,0573770491803;3; ; ; ; 
5;17;5073600000023;2;7;360;0;VALAREZO CABRERA MARITZA DE FATIMA;2;34,7732240437158;2;ROMERO REYES ANA LUCIA;2;40,3643835616438;2; ; ; ; 
5;3002;5032350000021;1;3;235;0;PALOMEQUE LOPEZ FERNANDO BOLIVAR;1;48,3671232876712;3;ROMERO RODRIGUEZ WILSON RICARDO;1;35,6602739726027;2; ; ; ; 
5;3003;5032400000015;3;3;240;0;CALLE CALLE LENNY XIMENA;2;25,9125683060109;1;ROMERO ROMERO MARIA ISAURA;2;23,5369863013699;1; ; ; ; 
5;3001;5032350000017;1;3;235;0;CARPIO FLORES JOSE JUSTINIANO;1;39,227397260274;2;ROMERO SACOTO CARLOS BENIGNO;1;33,7780821917808;2; ; ; ; 
5;48;5073600000002;2;7;360;0;BUELE CHICA DAYCI COLOMBIA;2;35,0958904109589;2;ROMERO SALAZAR ALBA MARIA;2;41,5506849315069;2; ; ; ; 
5;3;5027600000004;1;2;760;0;ATIENCIA TORRES MARIA JOSEFINA;2;39,6301369863014;2;ROMERO SALAZAR JESCICA JEMA;2;35,8520547945205;2; ; ; ; 
7;8;7070000000027;3;7;0;0;PIEDRA PAUCAR NANCY HODALIA;2;35,786301369863;2;ROMERO SALDARRIAGA MIRIAM ALEXANDRA;2;35,372602739726;2; ; ; ; 
5;8;5078600000020;2;7;860;0;CUENCA BLANCA ALICIA;2;36,7479452054795;2;ROMERO SALINAS OSMANA FLORESMILA;2;36,1232876712329;2; ; ; ; 
5;5;5139750000008;2;13;975;0;AVILA ANCHUNDIA JANETH MONSERRATE;2;29,9180327868852;1;ROMERO TOALA RUTH ZITA;2;33,0876712328767;2; ; ; ; 
5;19024;5196550000002;2;19;655;0;FLORES CUEVA ANGEL RODRIGO;1;50,3142076502732;3;ROMERO TORRES RODRIGO ARMANDO;1;36,9041095890411;2; ; ; ; 
7;11001;7110000000047;3;11;0;0;VARGAS CELI SANTOS LIBERATO;1;48,1616438356164;3;ROMERO ULLAURI CRISTIAN PABLO;1;26,8876712328767;1; ; ; ; 
5;56;5073650000025;1;7;365;0;PINEDA AREVALO LUIS ENRIQUE;1;45,1013698630137;3;ROMERO ULLOA GLENDA PAOLA;2;33,3342465753425;2; ; ; ; 
5;48;5125160000001;1;12;516;0;SAMANIEGO NUGRA MANUEL JESUS;1;58,7732240437158;3;ROMERO URQUIZO SANTOS SERAFIN;1;43,4301369863014;2; ; ; ; 
5;2006;5027600000017;2;2;760;0;GUIZADO LUCIO ERNESTO CLEMENTE;1;54,8931506849315;3;ROMERO VERDEZOTO HUGO ARNULFO;1;26,6830601092896;1; ; ; ; 
7;4;7090000000070;16;9;0;0;GARCIA PLUAS CHARLES JEAN;1;42,4043715846995;2;ROMERO VILLAMAR JULIO MACARIO;1;60,3205479452055;3; ; ; ; 
5;71;5017800000010;1;1;780;0;ALVARADO ORTEGA MANUEL OLIVO;1;68,2657534246575;4;ROMERO VIRGILIO VICTORIANO;1;72,7123287671233;4; ; ; ; 
5;4;5094250000010;1;9;425;0;BARROSO HUAYAMABE VICENTE;1;58,4918032786885;3;ROMERO VITERI NELSON ERNESTO;1;60,5424657534247;3; ; ; ; 
5;11002;5113400000016;1;11;340;0;CANGO JIMENEZ NIXON JOSELITO;1;36,3506849315068;2;ROMERO YAGUACHI FREDDY HERNAN;1;26,4590163934426;1; ; ; ; 
5;5;5073650000008;2;7;365;0;LUDEÑA AVILA BLANCA GEORGINA;2;43,7315068493151;2;ROMERO ZARUMA PATRICIA DEL ROCIO;2;34,2677595628415;2; ; ; ; 
7;4;7030000000009;3;3;0;0;SHININ ABAD NORMA LEONOR;2;42,7814207650273;2;ROMO PALOMEQUE CESAR SANTIAGO;1;26,9342465753425;1; ; ; ; 
3;6;3040000000009;1;4;0;0;ABRIL ARCOS LUIS GONZALO;1;52,9095890410959;3;ROMO SANIPATIN WILSON RICARDO;1;45,896174863388;3; ; ; ; 
5;17016;5170600000125;6;17;60;0;SANCHEZ ROMERO LEONOR DOLORES;2;54,2896174863388;3;ROMO VASCONEZ ZONIA CECILIA;2;53,792349726776;3; ; ; ; 
5;21006;5216500000003;1;21;650;0;MUÑOZ VALLEJOS VICTOR LEONARDO;1;24,1671232876712;1;RON CRIOLLO HENRY EDGARDO;1;21,8715846994536;1; ; ; ; 
5;51;5093900000080;3;9;390;0;FLORES BURGOS LUIS ANTONIO;1;39,9178082191781;2;RON ORTIZ CARLOS LUIS;1;28,1205479452055;1; ; ; ; 
7;6;7090000000093;3;9;0;0;MORALES BENITEZ CARLOS LUIS;1;41,3424657534247;2;RON VIVERT MARIO ANDRES;1;25,7896174863388;1; ; ; ; 
7;6;7090000000099;9;9;0;0;VITERI THOMPSON MANUEL EDUARDO;1;30,8575342465753;2;RONQUILLO CARRILLO ALBERTO FORTUNATO;1;42,8328767123288;2; ; ; ; 
5;56;5094150000029;2;9;415;0;FIGUEROA VALLEJO JAIME AGAPITO;1;51,186301369863;3;RONQUILLO CEDENO MARJORIE HESTAEL;2;40,3342465753425;2; ; ; ; 
5;56;5134770000023;2;13;477;0;CARRASCO MOSQUERA AGUEDA MARIANA;2;29,8497267759563;1;RONQUILLO DELGADO PEDRO JUAN;1;34,8520547945205;2; ; ; ; 
5;9;5098200000049;4;9;820;0;CASTILLO CANDAMO VICTOR HUGO;1;53,9562841530055;3;RONQUILLO JARAMILLO WASHINGTON RODI;1;36,5178082191781;2; ; ; ; 
7;9;7090000000173;11;9;0;0;VIDAL TABAREZ LUIS ANTONIO;1;55,3205479452055;3;RONQUILLO MENDOZA CARLOS;1;56,1643835616438;3; ; ; ; 
5;9;5094000000030;2;9;400;0;CEDEÑO JIMENEZ CARLOS VICENTE;1;46,4699453551913;3;RONQUILLO MESTANZA LUIS ALBERTO;1;34,7972602739726;2; ; ; ; 
7;9;7090000000174;12;9;0;0;GOMEZ TORRES JORGE GAVINO;1;42,972602739726;2;RONQUILLO MORAN VICENTE IGLESIA;1;59,3561643835616;3; ; ; ; 
5;6;5093950000016;1;9;395;0;PALOMINO CAMACHO JULIAN ELIAS;1;45,6602739726027;3;RONQUILLO MORANTE WILDER LUDENDORF;1;57,3835616438356;3; ; ; ; 
5;10;5181350000059;5;18;135;0;GUAÑANGA GALARZA LUIS HUMBERTO;1;35,7123287671233;2;RONQUILLO VELASTEGUI FRANKLIN FERNANDO;1;24,8876712328767;1; ; ; ; 
5;7;5129450000021;3;12;945;0;MEJIA GALLO RUBEN DARIO;1;33,6657534246575;2;ROSADO BARROS JORGE VIDAL;1;30,2213114754098;2; ; ; ; 
5;9;5091250000026;2;9;125;0;ROSADO ESCOBAR ELEUTERIO ALBINO;1;32,0356164383562;2;ROSADO BARZOLA JACINTO BONIFACIO;1;64,1616438356164;3; ; ; ; 
5;12001;5125350000029;2;12;535;0;VERA VILLAMAR MAYRA GEOCONDA;2;26,7868852459016;1;ROSADO CORDOVA CARLOS ROLANDO;1;25,6547945205479;1; ; ; ; 
5;48;5134400000004;4;13;440;0;PICO MOREIRA CARMEN BEATRIZ;2;52,2493150684932;3;ROSADO INTRIAGO LILIANA DOLORES;2;29,1945205479452;1; ; ; ; 
7;10;7120000000047;2;12;0;0;VARGAS ESPINOZA MARCIA NARCISA;2;47,6191780821918;3;ROSADO MARIA JENNY;2;41,844262295082;2; ; ; ; 
5;4;5134770000005;2;13;477;0;LARA GUADAMUD KATHIA LEONOR;2;34,9150684931507;2;ROSADO SALTOS MAYDA ANNABEL;2;37,3369863013699;2; ; ; ; 
5;5006;5051000000049;4;5;100;0;RIVAS VIERA SANDRA ELIZABETH;2;39,8356164383562;2;ROSALES AMORES MARIA DEL CARMEN;2;29,2712328767123;1; ; ; ; 
5;4;5134760000005;2;13;476;0;CEVALLOS SABANDO CIRA MARLENE;2;27,5068493150685;1;ROSALES CEVALLOS ARTURO AGUSTIN;1;68,3315068493151;4; ; ; ; 
5;1;5097150000005;2;9;715;0;CACAO POZO ROSA NARCISA;2;23,1260273972603;1;ROSALES HOLGUIN CARLOS ANTONIO;1;47,3561643835616;3; ; ; ; 
5;5;5191300000006;2;19;130;0;ASANZA LEONEL DE JESUS;1;53,0767123287671;3;ROSALES JIMENEZ REMIGIO;1;34,8;2; ; ; ; 
5;3;5139100000001;1;13;910;0;VERA ESPINOZA JOHNNY RAMON EFRAIN;1;45,2383561643836;3;ROSAS CHEME ALVA CARLOTA;2;33,5397260273973;2; ; ; ; 
5;5;5040150000011;2;4;15;0;SANTAFE POZO EDWIN HERNANDO;1;46,6338797814208;3;ROSAS SEGUNDO FLORESMILO;1;52,7178082191781;3; ; ; ; 
5;10;5049950000023;2;4;995;0;VACA CASTILLO EDGAR CLEMENTE;1;44,8739726027397;2;ROSERO ARTEAGA FIDENCIO ROBERTO;1;45,4383561643836;3; ; ; ; 
5;55;5100500000026;2;10;50;0;VARGAS PORTILLA YOLANDA DEL CARMEN;2;53,6191780821918;3;ROSERO CABRERA AIDA MARIA;2;28,9342465753425;1; ; ; ; 
5;10;5040050000033;1;4;5;0;NARVAEZ MONTENEGRO JERY VLADIMIR;1;35,4219178082192;2;ROSERO CALDERON MARTIN ALONSO;1;21,4904109589041;1; ; ; ; 
3;3;3080000000009;3;8;0;0;GRACIA MONTANO NEWTON STALIN;1;52,0109589041096;3;ROSERO ESPINOZA JULIA MAGDALENA;2;30,2295081967213;2; ; ; ; 
5;5;5100500000012;3;10;50;0;VASQUEZ CARVAJAL DIANA MARIBEL;2;27,972602739726;1;ROSERO GUERRA FANNY GRACIELA;2;51,5205479452055;3; ; ; ; 
5;56;5040050000048;4;4;5;0;MATUHURA MEJIA BLANCA LIGIA;2;46,7595628415301;3;ROSERO GUERRERO GLORIA DEL PILAR;2;41,879781420765;2; ; ; ; 
5;5;5181600000008;2;18;160;0;BEMOS CASA LUIS ADAN SEGUNDO;1;63,2356164383562;3;ROSERO MARTINEZ GALO DANIEL;1;21,9972677595628;1; ; ; ; 
5;6;5085750000018;2;8;575;0;SOSA MIRANDA WILFRIDO EDISON;1;46,7185792349727;3;ROSERO MEZA SEGUNDO VICENTE;1;41,0602739726027;2; ; ; ; 
5;10020;5100500000019;1;10;50;0;CALDERON GARCIA HOMERO FERNANDO;1;35,6657534246575;2;ROSERO NARVAEZ LUIS ESTUARDO;1;34,0191256830601;2; ; ; ; 
7;71;7100000000017;2;10;0;0;FIGUEROA GUEVARA MONICA SOFIA;2;37,3698630136986;2;ROSERO ORTEGA GUADALUPE;2;48,3178082191781;3; ; ; ; 
5;11;5040050000039;3;4;5;0;GRANJA RUALES MARIO RAFAEL;1;45,6493150684932;3;ROSERO PAUCAR ZOILA DEL ROCIO;2;31,7397260273973;2; ; ; ; 
5;6;5076950000010;1;7;695;0;CASTILLO AGURTO LUIS EDUARDO;1;47,1671232876712;3;ROSERO PRECIADO PATRICIO FERNANDO;1;22,8219178082192;1; ; ; ; 
5;8;5100300000045;5;10;30;0;GARCIA EMMA PIEDAD;2;53,6;3;ROSERO RODRIGUEZ MARIA CRISTINA;2;28,7835616438356;1; ; ; ; 
5;71;5062000000018;3;6;200;0;VILLA UVIDIA MARIA ARACELI;2;25,1205479452055;1;ROSERO SANCHEZ VERONICA GRIMANEZA;2;21,586301369863;1; ; ; ; 
5;71;5068300000015;3;6;830;0;BORJA IZURIETA NIDIA NARCISA;2;41,0082191780822;2;ROSERO SANCHEZ VICTOR MARIO;1;41,1369863013699;2; ; ; ; 
5;5;5181600000007;1;18;160;0;ZURITA LIDER ROMEO;1;40,9287671232877;2;ROSERO TUSTON KLEVER;1;32,7424657534247;2; ; ; ; 
5;10;5040050000035;3;4;5;0;PAUCAR FUEL LILIA ROSALBA;2;32,4767123287671;2;ROSERO VALLEJOS CARLOS MAURO;1;22,3715846994536;1; ; ; ; 
5;10;5191300000012;2;19;130;0;SARANGO MAITA MARIA ZOILA PASTORA;2;45,2602739726027;3;ROSILLO JULIAN;1;47,2520547945205;3; ; ; ; 
5;17;5208000000023;2;20;800;0;AGUIRRE PESANTES MIRIAM AMPARITO;2;37,3972602739726;2;ROSILLO TALLEDO EFRAIN JAVIER;1;26,5846994535519;1; ; ; ; 
7;9;7090000000163;1;9;0;0;SANTOS PLAZARTE JAVIER EDUARDO;1;54,4016393442623;3;ROSSADO CALDERON VERONICA ISABEL;2;36,8602739726027;2; ; ; ; 
5;48;5100400000001;1;10;40;0;AYALA YEPEZ LUIS GERARDO;1;60,4438356164384;3;RUALES GUZMAN BYRON PATRICIO;1;33,9863387978142;2; ; ; ; 
5;4006;5040200000004;1;4;20;0;FLORES JOSE VICTOR;1;51,8246575342466;3;RUALES JIMENEZ JUAN HONORIO;1;68,4575342465753;4; ; ; ; 
3;55;3090000000091;1;9;0;0;RODRIGUEZ ROSADO GARY ULISES;1;42,3114754098361;2;RUANO SANCHEZ ALEXANDRA DEL ROCIO;2;32,8575342465753;2; ; ; ; 
5;5;5051000000018;3;5;100;0;LOPEZ ENRIQUEZ JORGE OLMEDO;1;52,213698630137;3;RUBIO AGUAYO NESTOR HERNAN;1;38,396174863388;2; ; ; ; 
5;4;5091250000009;3;9;125;0;ORDOÑEZ PARRAGA FELIPE AMADOR;1;39,6328767123288;2;RUBIO GONZALEZ JOFFRE ALBERTO;1;42,0956284153005;2; ; ; ; 
5;5;5051000000016;1;5;100;0;NAVAS CHACON IVAN TRAJANO;1;48,0821917808219;3;RUBIO MEDINA ANGEL RUBEN;1;52,4246575342466;3; ; ; ; 
5;4;5019550000007;1;1;955;0;CORDOVA CARDENAS MANUEL AUGUSTO;1;42,2704918032787;2;RUBIO MENDEZ VILMA DALILA;2;21,0438356164384;1; ; ; ; 
5;71;5040100000016;1;4;10;0;DORADO BOLANOS EDUARDO VINICIO;1;50,2677595628415;3;RUEDA CAICEDO DARWIN ERNESTO;1;47,3150684931507;3; ; ; ; 
5;1;5125150000006;1;12;515;0;NUÑEZ GAIBOR WASHINGTON HERNAN;1;34,1530054644809;2;RUEDA PORTILLA LUIS ALEJANDRO;1;37,0575342465753;2; ; ; ; 
7;11;7170000000162;8;17;0;0;ALTAMIRANO SALAZAR ALVARO RODRIGO;1;44,3534246575342;2;RUEDA POVEA VICTOR HUGO;1;36,5945205479452;2; ; ; ; 
3;16;3170000000064;4;17;0;0;VARGAS HERRERA EDGAR RUBEN;1;28,0767123287671;1;RUGEL CAIZA NELSON GERARDO;1;48,2383561643836;3; ; ; ; 
5;4;5113250000006;3;11;325;0;AREVALO PAUCAR PATRICIA DEL CARMEN;2;43,9232876712329;2;RUGEL CARPIO JUDITH SUSANA;2;40,3945205479452;2; ; ; ; 
5;4;5098700000010;1;9;870;0;ZAMBRANO BRIONES GONZALO ALBERTO;1;46,396174863388;3;RUGEL CARPIO MARIANA ELOISA;2;55,2547945205479;3; ; ; ; 
5;1;5098700000004;1;9;870;0;CASTRO ALMEIDA EDWARD CARLOS;1;37,0657534246575;2;RUGEL RONQUILLO CLARA LUCIA;2;39,1452054794521;2; ; ; ; 
5;8;5090950000020;2;9;95;0;TENEMPAGUAY QUINTUÑA CARLOS ALBERTO;1;36,9808219178082;2;RUIZ BELTRAN JOSE IVAN;1;44,413698630137;2; ; ; ; 
5;3;5097350000007;1;9;735;0;JURADO ESPINOZA PEDRO JULIO;1;56,8164383561644;3;RUIZ CAMPOZANO JORGE ALBERTO;1;41,4794520547945;2; ; ; ; 
5;1;5090950000005;2;9;95;0;VELEZ CARRERA LILIA EUDOCIA;2;37,5068493150685;2;RUIZ CASTILLO MARLENE MERCEDES;2;50,155737704918;3; ; ; ; 
5;17;5093850000030;3;9;385;0;FABARA JIMENEZ FREDY FERNANDO;1;38,7732240437158;2;RUIZ CEBALLOS MARIA GENOVEVA;2;35,0767123287671;2; ; ; ; 
5;6;5061950000029;4;6;195;0;SANCHEZ TUAPANTA MARINA ISABEL;2;32,2246575342466;2;RUIZ CHAVEZ BLANCA AMERICA;2;42,6803278688525;2; ; ; ; 
5;56;5098200000084;4;9;820;0;PATIÑO GOMEZ YESENIA MARGARITA;2;33,0876712328767;2;RUIZ CHICA  NARCISA DE JESUS;2;36,2164383561644;2; ; ; ; 
5;6;5129450000017;2;12;945;0;RIVAS ESPINOZA ESPERANZA NORMA;2;41,0520547945206;2;RUIZ FRANCO KATTY LORENA;2;27,9808219178082;1; ; ; ; 
5;10021;5100550000020;2;10;55;0;ALMEIDA MUÑOZ MAYRA ZULEMA;2;27,0794520547945;1;RUIZ GALLEGOS JUAN CARLOS;1;37,4547945205479;2; ; ; ; 
5;48;5170850000001;1;17;85;0;CRUZ BARAJAS EZEQUIEL ORACIO;1;45,8251366120219;3;RUIZ LEON MANUEL AGUSTIN;1;60,5369863013699;3; ; ; ; 
7;55;7120000000064;4;12;0;0;MALDONADO RIVADENEIRA GUILLERMO EFRAIN;1;62,7267759562842;3;RUIZ LOOR ANGELA NEREIDA;2;26,2021857923497;1; ; ; ; 
5;4;5181500000007;1;18;150;0;CHAVEZ ZUNIGA EDGAR FRANCISCO;1;42,0300546448087;2;RUIZ LOPEZ DIEGO FERNANDO;1;25,9098360655738;1; ; ; ; 
5;48;5134500000004;4;13;450;0;TOALA ZAMBRANO GISELLA MARIA;2;28,6054794520548;1;RUIZ MENDOZA CARLOS GUILLERMO;1;32,6082191780822;2; ; ; ; 
5;11;5098200000065;5;9;820;0;RONQUILLO MORAN AGAPITO FERMIN;1;61,158904109589;3;RUIZ MENESE JACINTO ARMANDO;1;36,5041095890411;2; ; ; ; 
5;4;5085600000019;4;8;560;0;VILLAQUIRAN BAUTISTA LIDIA BEATRIZ;2;47,9506849315068;3;RUIZ MICOLTA ELSA CRUZ;2;52,986301369863;3; ; ; ; 
5;6;5100300000027;2;10;30;0;PABON MENDEZ MARIA AUGUSTA;2;27,1232876712329;1;RUIZ MONTENEGRO LUIS CARLOS;1;29,983606557377;1; ; ; ; 
7;11001;7110000000046;2;11;0;0;PINEDA LUDEÑA FANNY PIEDAD;2;59,4602739726027;3;RUIZ ORTEGA NELLY WILMASTRID;2;59,3616438356164;3; ; ; ; 
5;4;5112950000006;3;11;295;0;ROGEL HERNANDEZ KARLA XIOMARA;2;21,2739726027397;1;RUIZ RAMIREZ DUBERLI MEDARDO;1;28,5260273972603;1; ; ; ; 
5;4;5156350000003;1;15;635;0;ESTRELLA VINUEZA OLIMPO RENE;1;43,586301369863;2;RUIZ REINOSO DORIS EDITH;2;24,1972602739726;1; ; ; ; 
5;6;5125150000022;2;12;515;0;VILLACRES BARAHONA MERCEDES DEL SOCORRO;2;45,1315068493151;3;RUIZ RODRIGUEZ RAQUELINA NARCISA;2;43,1068493150685;2; ; ; ; 
5;48;5098200000004;4;9;820;0;ROMERO CAMACHO MARIA PURIFICACION;2;53,6986301369863;3;RUIZ RUGEL LUIS ALFREDO;1;55,2684931506849;3; ; ; ; 
5;48;5062250000002;2;6;225;0;HERNANDEZ BALDEON SEGUNDO GONZALO;1;36,3095890410959;2;RUIZ SHAIGUA JIMENA CONSUELO;2;38,4371584699454;2; ; ; ; 
5;48;5100450000001;1;10;45;0;LOPEZ ROSERO SEGUNDO MARCELO;1;49,7041095890411;3;RUIZ TERAN OLMEDO LAURENTINO;1;38,4617486338798;2; ; ; ; 
5;72;5073700000023;2;7;370;0;CHAPA PINEDA MERCEDES MARIA;2;39,1479452054795;2;RUIZ TORO MERLY JUDITH;2;28,972602739726;1; ; ; ; 
5;5;5112950000008;2;11;295;0;OJEDA ROSILLO RUBY IDALIA;2;38,6338797814208;2;RUIZ VEGA AMILTA JUDITH;2;38,1612021857923;2; ; ; ; 
5;1;5094000000005;1;9;400;0;MACIAS INTRIAGO CALIXTO FABIO;1;62,4699453551913;3;RUIZ VELIZ JAVIER EDMUNDO;1;30,0491803278689;2; ; ; ; 
5;4;5125150000014;4;12;515;0;MAYORGA REINOSO TAMARA NATALY;2;21,9890710382514;1;RUIZ YANEZ CLEOTILDE NARCISA;2;46,3087431693989;3; ; ; ; 
3;48;3140000000001;1;14;0;0;NAICHAPI TIVI ARTURO;1;32,6191780821918;2;SAANT ENTSAKUA RUTH FLORENTINA;2;27,2164383561644;1; ; ; ; 
5;5;5147950000003;1;14;795;0;MEJEANT KUJA MARTIN JORGE;1;38,1584699453552;2;SAANT JIMPIKIT JAIME;1;21,8852459016393;1; ; ; ; 
5;16008;5168810000016;2;16;881;0;LOPEZ GREFA MARTHA CECILIA;2;35,213698630137;2;SAANT MASHU CARLOS;1;45,9453551912568;3; ; ; ; 
5;6;5093900000039;4;9;390;0;ROBALINO RODRIGUEZ GUILLERMO ELOY;1;36,9616438356164;2;SAAVEDRA ESPANA JAQUELINE DEL ROCIO;2;37,7506849315068;2; ; ; ; 
5;6;5135000000013;1;13;500;0;MOREIRA ZAMBRANO LIMBER REINALDO;1;36,9150684931507;2;SAAVEDRA RODRIGUEZ VERNI HERNAN;1;38,1912568306011;2; ; ; ; 
5;4;5134400000021;3;13;440;0;CEDEÑO BRAVO FABRICIO ALBERTO;1;34,6584699453552;2;SABANDO CORDOVA KAREN GHISLAYNE;2;23,9643835616438;1; ; ; ; 
5;6;5085700000014;2;8;570;0;MONTAÑO ORTIZ MARIO;1;56,386301369863;3;SABANDO PATRON LAUTON MIGUEL;1;54,5710382513661;3; ; ; ; 
5;1;5134400000009;3;13;440;0;PONCE VELEZ CRUZ MARIA;2;42,4234972677596;2;SABANDO PISCO CARLOS ENRIQUE;1;30,6256830601093;2; ; ; ; 
5;1;5226450000004;1;22;645;0;CAICEDO DEL CASTILLO MARIA DELFINA;2;57,8360655737705;3;SACANCELA COLLAGUAZO JESUS;2;33,772602739726;2; ; ; ; 
3;9;3090000000057;3;9;0;0;ROBALINO CAMPO SASKIA LIZANA;2;37,5698630136986;2;SACON BRIONES CARMEN ROSA;2;39,0904109589041;2; ; ; ; 
5;51;5012600000057;1;1;260;0;MOSCOSO SERRANO MIGUEL RAMIRO;1;49,4958904109589;3;SACOTO GARCIA PAUL ESTEBAN;1;43,0849315068493;2; ; ; ; 
1;10;1000000000009;1;0;0;0;MACAS AMBULUDI LUIS ALBERTO;1;56,3671232876712;3;SACOTO GUZMAN CESAR AUGUSTO;1;69,5835616438356;4; ; ; ; 
5;5;5093950000013;1;9;395;0;SANCHEZ MENDOZA RAUL FRANCISCO;1;38,0273224043716;2;SACTA LOJANO MILTON YOVANNY;1;32,6849315068493;2; ; ; ; 
5;14010;5146050000011;1;14;605;0;SARMIENTO JARA NUBE CARLOTA;2;38,0163934426229;2;SAGAL ABAD ZARA SENAIDA;2;25,7123287671233;1; ; ; ; 
5;10;5062050000026;2;6;205;0;YUMBILLO ASACATA DAMIAN;1;35,213698630137;2;SAGÑAY AUCANCELA DELIA MARIA;2;28,8712328767123;1; ; ; ; 
5;6006;5062050000035;2;6;205;0;SIGCHO MOCHA ARMANDO CARLOS;1;42,0382513661202;2;SAGÑAY SAGÑAY FRANCISCO;1;46,4289617486339;3; ; ; ; 
5;18014;5181350000049;1;18;135;0;MORETA MATZABALIN JOSE ELIAS;1;38,724043715847;2;SAILEMA SAILEMA MIGUEL ANGEL;1;55,8191780821918;3; ; ; ; 
5;1;5061950000009;4;6;195;0;CAYAMBE USCA LUIS ALFONSO;1;44,841095890411;2;SAITEROS GUAMAN ELIDA MIREDLY;2;29,0904109589041;1; ; ; ; 
3;62;3010000000050;2;1;0;0;ULLOA CABRERA JESUS VICENTE;1;49,241095890411;3;SALAMEA CARDENAS MARIA ANGELITA;2;43,4328767123288;2; ; ; ; 
3;51;3010000000034;2;1;0;0;SOLANO CORREA RUTH MAGDALENA;2;48,8575342465753;3;SALAMEA PIEDRA BETTY PATRICIA;2;47,7013698630137;3; ; ; ; 
5;4;5012600000020;6;1;260;0;CUEVA CRESPO JOSE LUIS;1;25,5205479452055;1;SALAMEA RAMIREZ CARLOS EDUARDO;1;51,9506849315068;3; ; ; ; 
5;51;5061950000053;3;6;195;0;PAREDES PAREDES LUZ NARCISA;2;25,4027397260274;1;SALAO CANDO CARLOS ENRIQUE;1;32,9232876712329;2; ; ; ; 
5;5;5208000000011;2;20;800;0;CASTILLO GARCIA RICARDO;1;44,9835616438356;2;SALAS GUERRA LUCAS RAFAEL;1;51,8712328767123;3; ; ; ; 
5;71;5100550000013;1;10;55;0;GALLEGOS ESPINOZA ROSENDO MIGUEL;1;41,5342465753425;2;SALAS RIVERA SEGUNDO MARCO TEODOMIRO;1;43,1260273972603;2; ; ; ; 
5;71;5100300000034;4;10;30;0;JARAMILLO ALBAN NORA CRISTINA;2;37,358904109589;2;SALAS SUBIA LUIS ARMANDO;1;36,841095890411;2; ; ; ; 
5;6;5129460000018;3;12;946;0;SALAVARRIA COELLO STALIN JACINTO;1;30,9452054794521;2;SALAVARRIA COELLO ISIDRO VICENTE;1;41,4493150684931;2; ; ; ; 
5;9002;5098900000036;3;9;890;0;ALDAZ ALDAZ JOSE BOLIVAR;1;45,0328767123288;3;SALAVARRIA HUACON CARLOS ANTONIO;1;46,7868852459016;3; ; ; ; 
5;5;5132300000011;2;13;230;0;SOLORZANO LOOR ELITA AZUCENA;2;33,3232876712329;2;SALAVARRIA ROSERO SANDRA ELISABETH;2;49,6904109589041;3; ; ; ; 
